dt_server,dt_tracker,lat,lng,altitude,angle,speed,params
"2022-03-03 07:42:31","2022-03-03 07:42:30",9.080515,7.48097,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:42:41","2022-03-03 07:42:40",9.080519,7.480992,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:43:11","2022-03-03 07:43:10",9.080502,7.480957,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:43:42","2022-03-03 07:43:40",9.08048,7.480923,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:43:51","2022-03-03 07:43:50",9.080506,7.480922,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:44:21","2022-03-03 07:44:20",9.080512,7.480938,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:44:31","2022-03-03 07:44:30",9.080531,7.480968,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:45:02","2022-03-03 07:45:00",9.080579,7.480982,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:46:01","2022-03-03 07:46:00",9.080555,7.480906,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:46:12","2022-03-03 07:46:10",9.080554,7.480885,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:46:21","2022-03-03 07:46:20",9.080702,7.480758,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:46:31","2022-03-03 07:46:30",9.080722,7.480649,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:01","2022-03-03 07:47:00",9.080794,7.480494,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:13","2022-03-03 07:47:10",9.080814,7.480521,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:21","2022-03-03 07:47:20",9.080739,7.480899,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:31","2022-03-03 07:47:30",9.08075,7.480904,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:43","2022-03-03 07:47:40",9.08076,7.480885,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:47:51","2022-03-03 07:47:50",9.080789,7.480888,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:48:01","2022-03-03 07:48:00",9.0808,7.480946,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:48:11","2022-03-03 07:48:10",9.080779,7.480939,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:48:21","2022-03-03 07:48:20",9.08065,7.48091,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:48:32","2022-03-03 07:48:30",9.080637,7.480816,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:49:11","2022-03-03 07:49:10",9.080578,7.480794,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:49:21","2022-03-03 07:49:20",9.080569,7.480955,0,0,4,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:49:32","2022-03-03 07:49:30",9.080584,7.480926,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:49:41","2022-03-03 07:49:40",9.080594,7.480876,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:50:11","2022-03-03 07:50:10",9.080588,7.480818,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:50:21","2022-03-03 07:50:20",9.080469,7.48088,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:50:32","2022-03-03 07:50:30",9.080404,7.481,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:50:41","2022-03-03 07:50:40",9.080404,7.481094,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:51:11","2022-03-03 07:51:10",9.080414,7.481099,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:51:21","2022-03-03 07:51:20",9.080472,7.481144,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:51:32","2022-03-03 07:51:30",9.080469,7.481137,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:51:42","2022-03-03 07:51:40",9.080462,7.481116,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:52:41","2022-03-03 07:52:40",9.080366,7.481029,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:53:12","2022-03-03 07:53:10",9.0804,7.481068,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:53:23","2022-03-03 07:53:20",9.080419,7.480962,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:53:31","2022-03-03 07:53:30",9.080377,7.481037,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:53:41","2022-03-03 07:53:40",9.08038,7.481078,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 07:53:54","2022-03-03 07:53:53",9.080382,7.481101,0,0,0,"{"alarm":"acc off","acc":"0"}"
"2022-03-03 07:54:01","2022-03-03 07:54:00",9.080382,7.481101,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:54:31","2022-03-03 07:54:30",9.080369,7.481114,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:55:01","2022-03-03 07:55:00",9.080335,7.481132,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:55:35","2022-03-03 07:55:30",9.08034,7.481213,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:55:42","2022-03-03 07:55:40",9.080359,7.481201,0,0,3,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:55:51","2022-03-03 07:55:50",9.080389,7.481204,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:56:03","2022-03-03 07:56:00",9.080394,7.481215,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:57:01","2022-03-03 07:57:00",9.080366,7.481119,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:57:31","2022-03-03 07:57:30",9.080331,7.481085,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:57:41","2022-03-03 07:57:40",9.080332,7.481096,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:57:51","2022-03-03 07:57:50",9.080339,7.481093,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:58:21","2022-03-03 07:58:20",9.080343,7.48092,0,0,2,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:58:33","2022-03-03 07:58:30",9.08035,7.480753,0,0,2,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:58:42","2022-03-03 07:58:40",9.080369,7.480751,0,0,2,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:58:51","2022-03-03 07:58:50",9.08036,7.48086,0,0,2,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 07:59:11","2022-03-03 07:59:10",9.080362,7.480915,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:01:12","2022-03-03 08:01:10",9.080362,7.480915,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:04:01","2022-03-03 08:04:00",9.080312,7.481196,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:04:32","2022-03-03 08:04:30",9.080305,7.481183,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:05:02","2022-03-03 08:05:00",9.080278,7.48118,0,0,2,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:05:12","2022-03-03 08:05:10",9.080281,7.481182,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:05:52","2022-03-03 08:05:50",9.080332,7.481196,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:06:02","2022-03-03 08:06:00",9.080304,7.481176,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:06:22","2022-03-03 08:06:20",9.080319,7.48113,0,0,3,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:06:33","2022-03-03 08:06:30",9.080308,7.481162,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:06:41","2022-03-03 08:06:40",9.080309,7.48118,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:07:12","2022-03-03 08:07:10",9.080293,7.481235,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:08:12","2022-03-03 08:08:10",9.080292,7.481169,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:08:43","2022-03-03 08:08:40",9.080328,7.481158,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:09:07","2022-03-03 08:09:06",9.080338,7.481132,0,0,1,"{"alarm":"acc on","acc":"1"}"
"2022-03-03 08:09:15","2022-03-03 08:09:14",9.080295,7.481113,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:09:25","2022-03-03 08:09:24",9.080267,7.481062,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:09:56","2022-03-03 08:09:54",9.08027,7.481152,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:05","2022-03-03 08:10:04",9.08023,7.481155,0,0,5,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:10","2022-03-03 08:10:08",9.080158,7.481157,0,0,6,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:15","2022-03-03 08:10:14",9.080025,7.481182,0,0,8,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:25","2022-03-03 08:10:24",9.079982,7.481226,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:43","2022-03-03 08:10:41",9.079852,7.481316,0,0,8,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:45","2022-03-03 08:10:44",9.079701,7.481271,0,0,21,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:10:55","2022-03-03 08:10:54",9.079247,7.480599,0,0,38,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:05","2022-03-03 08:11:04",9.078863,7.480033,0,0,22,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:15","2022-03-03 08:11:14",9.078806,7.479949,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:21","2022-03-03 08:11:18",9.078861,7.479996,0,0,10,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:25","2022-03-03 08:11:24",9.079094,7.480265,0,0,25,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:35","2022-03-03 08:11:34",9.079284,7.480731,0,0,15,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:41","2022-03-03 08:11:39",9.079248,7.480801,0,0,7,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:45","2022-03-03 08:11:44",9.079149,7.480887,0,0,10,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:11:55","2022-03-03 08:11:54",9.078861,7.481087,0,0,17,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:07","2022-03-03 08:12:04",9.078427,7.481332,0,0,21,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:16","2022-03-03 08:12:14",9.078245,7.481367,0,0,6,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:27","2022-03-03 08:12:24",9.078142,7.481236,0,0,6,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:35","2022-03-03 08:12:34",9.078137,7.48119,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:45","2022-03-03 08:12:44",9.078223,7.481249,0,0,5,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:12:55","2022-03-03 08:12:54",9.07829,7.481346,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:13:05","2022-03-03 08:13:04",9.078272,7.481387,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:13:15","2022-03-03 08:13:14",9.078246,7.481414,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:13:45","2022-03-03 08:13:44",9.078257,7.481397,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:14:15","2022-03-03 08:14:14",9.078252,7.481406,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:14:45","2022-03-03 08:14:44",9.07825,7.481408,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:05","2022-03-03 08:15:04",9.078341,7.481384,0,0,6,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:15","2022-03-03 08:15:14",9.078649,7.481135,0,0,20,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:25","2022-03-03 08:15:24",9.079084,7.480864,0,0,17,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:35","2022-03-03 08:15:34",9.079286,7.480769,0,0,7,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:39","2022-03-03 08:15:37",9.079338,7.480803,0,0,9,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:45","2022-03-03 08:15:44",9.07957,7.481124,0,0,29,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:15:55","2022-03-03 08:15:54",9.080077,7.481987,0,0,47,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:05","2022-03-03 08:16:04",9.080795,7.483135,0,0,57,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:15","2022-03-03 08:16:14",9.081201,7.48387,0,0,18,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:23","2022-03-03 08:16:21",9.081269,7.483859,0,0,6,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:26","2022-03-03 08:16:24",9.081234,7.483724,0,0,18,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:36","2022-03-03 08:16:34",9.080938,7.483234,0,0,18,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:45","2022-03-03 08:16:44",9.080541,7.482599,0,0,38,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:16:55","2022-03-03 08:16:54",9.080021,7.481771,0,0,37,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:05","2022-03-03 08:17:04",9.079799,7.481437,0,0,7,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:15","2022-03-03 08:17:11",9.079743,7.481361,0,0,8,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:16","2022-03-03 08:17:14",9.079649,7.481197,0,0,27,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:25","2022-03-03 08:17:24",9.079014,7.480198,0,0,56,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:35","2022-03-03 08:17:34",9.078136,7.479134,0,0,63,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:54","2022-03-03 08:17:44",9.077105,7.478206,0,0,57,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:17:56","2022-03-03 08:17:54",9.075997,7.47729,0,0,60,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:08","2022-03-03 08:18:03",9.075414,7.47657,0,0,33,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:15","2022-03-03 08:18:14",9.076005,7.475268,0,0,76,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:25","2022-03-03 08:18:24",9.076848,7.47358,0,0,64,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:35","2022-03-03 08:18:34",9.077036,7.473266,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:45","2022-03-03 08:18:44",9.077035,7.47326,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:18:56","2022-03-03 08:18:54",9.077041,7.473263,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:05","2022-03-03 08:19:04",9.076693,7.472708,0,0,45,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:15","2022-03-03 08:19:12",9.076182,7.472606,0,0,24,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:25","2022-03-03 08:19:24",9.075638,7.473101,0,0,26,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:36","2022-03-03 08:19:34",9.07501,7.472706,0,0,29,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:46","2022-03-03 08:19:44",9.074961,7.472685,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:19:57","2022-03-03 08:19:54",9.07495,7.472683,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:06","2022-03-03 08:20:04",9.074914,7.472655,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:15","2022-03-03 08:20:14",9.074459,7.472456,0,0,23,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:26","2022-03-03 08:20:24",9.073989,7.472364,0,0,13,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:35","2022-03-03 08:20:34",9.073893,7.472418,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:45","2022-03-03 08:20:44",9.073939,7.472483,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:20:55","2022-03-03 08:20:54",9.07392,7.472475,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:21:25","2022-03-03 08:21:24",9.073926,7.472423,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:21:38","2022-03-03 08:21:34",9.073901,7.472429,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:21:54","2022-03-03 08:21:52",9.073879,7.472557,0,0,7,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:05","2022-03-03 08:22:04",9.073912,7.472496,0,0,3,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:13","2022-03-03 08:22:11",9.07386,7.472541,0,0,5,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:16","2022-03-03 08:22:14",9.073827,7.472593,0,0,7,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:25","2022-03-03 08:22:24",9.073797,7.472623,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:35","2022-03-03 08:22:34",9.073781,7.472588,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:22:41","2022-03-03 08:22:40",9.073775,7.472575,0,0,1,"{"alarm":"acc off","acc":"0"}"
"2022-03-03 08:22:45","2022-03-03 08:22:44",9.073774,7.472576,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:23:15","2022-03-03 08:23:14",9.073791,7.472589,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:23:45","2022-03-03 08:23:44",9.073786,7.472574,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:24:15","2022-03-03 08:24:14",9.073789,7.47257,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:24:45","2022-03-03 08:24:44",9.073781,7.472573,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:25:15","2022-03-03 08:25:14",9.073793,7.47259,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:25:45","2022-03-03 08:25:44",9.073788,7.47262,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:26:15","2022-03-03 08:26:14",9.073798,7.472554,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:26:25","2022-03-03 08:26:24",9.073813,7.47257,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:26:35","2022-03-03 08:26:34",9.073809,7.472563,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:27:05","2022-03-03 08:27:04",9.073795,7.472576,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:27:15","2022-03-03 08:27:14",9.073787,7.472591,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:27:29","2022-03-03 08:27:24",9.073801,7.472603,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:28:26","2022-03-03 08:28:24",9.073756,7.472564,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:30:29","2022-03-03 08:30:24",9.073756,7.472564,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:31:26","2022-03-03 08:31:24",9.073794,7.472485,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:31:56","2022-03-03 08:31:54",9.073791,7.47248,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:32:26","2022-03-03 08:32:24",9.073795,7.472503,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:32:37","2022-03-03 08:32:34",9.07379,7.472517,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:32:46","2022-03-03 08:32:44",9.073791,7.472529,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:33:16","2022-03-03 08:33:14",9.073765,7.472512,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:33:46","2022-03-03 08:33:44",9.073745,7.472498,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:34:16","2022-03-03 08:34:14",9.07377,7.472518,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:34:26","2022-03-03 08:34:24",9.073772,7.472494,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:34:56","2022-03-03 08:34:54",9.073744,7.472517,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:35:26","2022-03-03 08:35:24",9.073736,7.472522,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:35:56","2022-03-03 08:35:54",9.073733,7.472529,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:36:28","2022-03-03 08:36:24",9.073739,7.472557,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:37:00","2022-03-03 08:36:54",9.07377,7.472559,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:38:26","2022-03-03 08:38:24",9.073745,7.472541,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:38:57","2022-03-03 08:38:54",9.073739,7.472529,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:39:56","2022-03-03 08:39:54",9.073744,7.472511,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:40:26","2022-03-03 08:40:24",9.073736,7.472513,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:40:56","2022-03-03 08:40:54",9.07376,7.472518,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:41:27","2022-03-03 08:41:24",9.073775,7.472535,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:42:17","2022-03-03 08:42:14",9.073713,7.472505,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:43:16","2022-03-03 08:43:14",9.073729,7.472514,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:43:46","2022-03-03 08:43:44",9.073707,7.472509,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:44:16","2022-03-03 08:44:14",9.073706,7.472504,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:44:46","2022-03-03 08:44:44",9.073767,7.472507,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:45:16","2022-03-03 08:45:14",9.073771,7.472544,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:45:48","2022-03-03 08:45:44",9.073817,7.47246,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:46:00","2022-03-03 08:45:54",9.073842,7.472429,0,0,3,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:46:06","2022-03-03 08:46:04",9.073844,7.472409,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:46:37","2022-03-03 08:46:34",9.07383,7.472453,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:47:36","2022-03-03 08:47:34",9.073809,7.472528,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:48:06","2022-03-03 08:48:04",9.073806,7.472522,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:48:36","2022-03-03 08:48:34",9.073792,7.472528,0,0,1,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:48:46","2022-03-03 08:48:44",9.073787,7.472536,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:49:16","2022-03-03 08:49:14",9.073755,7.472522,0,0,0,"{"alarm":"tracker","acc":"0"}"
"2022-03-03 08:49:37","2022-03-03 08:49:36",9.07375,7.472507,0,0,1,"{"alarm":"acc on","acc":"1"}"
"2022-03-03 08:49:47","2022-03-03 08:49:44",9.073778,7.472496,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:49:55","2022-03-03 08:49:54",9.073777,7.472501,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:50:05","2022-03-03 08:50:04",9.073827,7.472466,0,0,4,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:50:15","2022-03-03 08:50:14",9.073771,7.472481,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:50:27","2022-03-03 08:50:24",9.073787,7.472496,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:51:25","2022-03-03 08:51:24",9.073752,7.472431,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:51:36","2022-03-03 08:51:34",9.073722,7.472391,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:51:46","2022-03-03 08:51:44",9.073695,7.472362,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:51:55","2022-03-03 08:51:54",9.073724,7.472406,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:52:25","2022-03-03 08:52:24",9.073729,7.47244,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:52:57","2022-03-03 08:52:54",9.073764,7.472451,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:53:05","2022-03-03 08:53:04",9.073776,7.472588,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:53:25","2022-03-03 08:53:24",9.073818,7.47274,0,0,2,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:53:38","2022-03-03 08:53:34",9.073805,7.472757,0,0,1,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:53:45","2022-03-03 08:53:44",9.073775,7.472694,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:54:15","2022-03-03 08:54:14",9.073768,7.472597,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:54:45","2022-03-03 08:54:44",9.073765,7.472577,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:55:16","2022-03-03 08:55:14",9.073734,7.472534,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:59:15","2022-03-03 08:59:14",9.073734,7.472534,0,0,0,"{"alarm":"tracker","acc":"1"}"
"2022-03-03 08:59:45","2022-03-03 08:59:44",9.073766,7.472473,0,0,2,"{"alarm":"tracker","acc":"1"}"
